,OrderID,ProductID,UnitPrice_x,Quantity,Discount,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,ProductName,SupplierID,CategoryID,QuantityPerUnit,UnitPrice_y,UnitsInStock,UnitsOnOrder,ReorderLevel,Discontinued
12,10252,33,2.0,25,0,SUPRD,4,1996-07-09 00:00:00,1996-08-06 00:00:00,1996-07-11 00:00:00,2,51.3,Suprmes dlices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,Geitost,15,4,500 g,2.5,112,0,20,0
13,10252,60,27.2,40,0,SUPRD,4,1996-07-09 00:00:00,1996-08-06 00:00:00,1996-07-11 00:00:00,2,51.3,Suprmes dlices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,Camembert Pierrot,28,4,15 - 300 g rounds,34.0,19,0,0,0
14,10253,31,10.0,20,0,HANAR,3,1996-07-10 00:00:00,1996-07-24 00:00:00,1996-07-16 00:00:00,2,58.17,Hanari Carnes,"Rua do Pao, 67",Rio de Janeiro,RJ,05454-876,Brazil,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0
15,10253,39,14.4,42,0,HANAR,3,1996-07-10 00:00:00,1996-07-24 00:00:00,1996-07-16 00:00:00,2,58.17,Hanari Carnes,"Rua do Pao, 67",Rio de Janeiro,RJ,05454-876,Brazil,Chartreuse verte,18,1,750 cc per bottle,18.0,69,0,5,0
16,10253,49,16.0,40,0,HANAR,3,1996-07-10 00:00:00,1996-07-24 00:00:00,1996-07-16 00:00:00,2,58.17,Hanari Carnes,"Rua do Pao, 67",Rio de Janeiro,RJ,05454-876,Brazil,Maxilaku,23,3,24 - 50 g pkgs.,20.0,10,60,15,0
17,10254,24,3.6,15,0,CHOPS,5,1996-07-11 00:00:00,1996-08-08 00:00:00,1996-07-23 00:00:00,2,22.98,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,Guaran Fantstica,10,1,12 - 355 ml cans,4.5,20,0,0,1
18,10254,55,19.2,21,0,CHOPS,5,1996-07-11 00:00:00,1996-08-08 00:00:00,1996-07-23 00:00:00,2,22.98,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,Pt chinois,25,6,24 boxes x 2 pies,24.0,115,0,20,0
19,10254,74,8.0,21,0,CHOPS,5,1996-07-11 00:00:00,1996-08-08 00:00:00,1996-07-23 00:00:00,2,22.98,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,Longlife Tofu,4,7,5 kg pkg.,10.0,4,20,5,0
20,10255,2,15.2,20,0,RICSU,9,1996-07-12 00:00:00,1996-08-09 00:00:00,1996-07-15 00:00:00,3,148.33,Richter Supermarkt,Starenweg 5,Genve,,1204,Switzerland,Chang,1,1,24 - 12 oz bottles,19.0,17,40,25,0
21,10255,16,13.9,35,0,RICSU,9,1996-07-12 00:00:00,1996-08-09 00:00:00,1996-07-15 00:00:00,3,148.33,Richter Supermarkt,Starenweg 5,Genve,,1204,Switzerland,Pavlova,7,3,32 - 500 g boxes,17.45,29,0,10,0
22,10255,36,15.2,25,0,RICSU,9,1996-07-12 00:00:00,1996-08-09 00:00:00,1996-07-15 00:00:00,3,148.33,Richter Supermarkt,Starenweg 5,Genve,,1204,Switzerland,Inlagd Sill,17,8,24 - 250 g  jars,19.0,112,0,20,0
23,10255,59,44.0,30,0,RICSU,9,1996-07-12 00:00:00,1996-08-09 00:00:00,1996-07-15 00:00:00,3,148.33,Richter Supermarkt,Starenweg 5,Genve,,1204,Switzerland,Raclette Courdavault,28,4,5 kg pkg.,55.0,79,0,0,0
24,10256,53,26.2,15,0,WELLI,3,1996-07-15 00:00:00,1996-08-12 00:00:00,1996-07-17 00:00:00,2,13.97,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,Perth Pasties,24,6,48 pieces,32.8,0,0,0,1
25,10256,77,10.4,12,0,WELLI,3,1996-07-15 00:00:00,1996-08-12 00:00:00,1996-07-17 00:00:00,2,13.97,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,Original Frankfurter grne Soe,12,2,12 boxes,13.0,32,0,15,0
26,10257,27,35.1,25,0,HILAA,4,1996-07-16 00:00:00,1996-08-13 00:00:00,1996-07-22 00:00:00,3,81.91,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristbal,Tchira,5022,Venezuela,Schoggi Schokolade,11,3,100 - 100 g pieces,43.9,49,0,30,0
27,10257,39,14.4,6,0,HILAA,4,1996-07-16 00:00:00,1996-08-13 00:00:00,1996-07-22 00:00:00,3,81.91,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristbal,Tchira,5022,Venezuela,Chartreuse verte,18,1,750 cc per bottle,18.0,69,0,5,0
28,10257,77,10.4,15,0,HILAA,4,1996-07-16 00:00:00,1996-08-13 00:00:00,1996-07-22 00:00:00,3,81.91,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristbal,Tchira,5022,Venezuela,Original Frankfurter grne Soe,12,2,12 boxes,13.0,32,0,15,0
29,10258,2,15.2,50,0,ERNSH,1,1996-07-17 00:00:00,1996-08-14 00:00:00,1996-07-23 00:00:00,1,140.51,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Chang,1,1,24 - 12 oz bottles,19.0,17,40,25,0
30,10258,5,17.0,65,0,ERNSH,1,1996-07-17 00:00:00,1996-08-14 00:00:00,1996-07-23 00:00:00,1,140.51,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Chef Anton's Gumbo Mix,2,2,36 boxes,21.35,0,0,0,1
31,10258,32,25.6,6,0,ERNSH,1,1996-07-17 00:00:00,1996-08-14 00:00:00,1996-07-23 00:00:00,1,140.51,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Mascarpone Fabioli,14,4,24 - 200 g pkgs.,32.0,9,40,25,0
32,10259,21,8.0,10,0,CENTC,4,1996-07-18 00:00:00,1996-08-15 00:00:00,1996-07-25 00:00:00,3,3.25,Centro comercial Moctezuma,Sierras de Granada 9993,Mxico D.F.,,5022,Mexico,Sir Rodney's Scones,8,3,24 pkgs. x 4 pieces,10.0,3,40,5,0
33,10259,37,20.8,1,0,CENTC,4,1996-07-18 00:00:00,1996-08-15 00:00:00,1996-07-25 00:00:00,3,3.25,Centro comercial Moctezuma,Sierras de Granada 9993,Mxico D.F.,,5022,Mexico,Gravad lax,17,8,12 - 500 g pkgs.,26.0,11,50,25,0
34,10260,41,7.7,16,0,OTTIK,4,1996-07-19 00:00:00,1996-08-16 00:00:00,1996-07-29 00:00:00,1,55.09,Ottilies Kseladen,Mehrheimerstr. 369,Kln,,50739,Germany,Jack's New England Clam Chowder,19,8,12 - 12 oz cans,9.65,85,0,10,0
35,10260,57,15.6,50,0,OTTIK,4,1996-07-19 00:00:00,1996-08-16 00:00:00,1996-07-29 00:00:00,1,55.09,Ottilies Kseladen,Mehrheimerstr. 369,Kln,,50739,Germany,Ravioli Angelo,26,5,24 - 250 g pkgs.,19.5,36,0,20,0
36,10260,62,39.4,15,0,OTTIK,4,1996-07-19 00:00:00,1996-08-16 00:00:00,1996-07-29 00:00:00,1,55.09,Ottilies Kseladen,Mehrheimerstr. 369,Kln,,50739,Germany,Tarte au sucre,29,3,48 pies,49.3,17,0,0,0
37,10260,70,12.0,21,0,OTTIK,4,1996-07-19 00:00:00,1996-08-16 00:00:00,1996-07-29 00:00:00,1,55.09,Ottilies Kseladen,Mehrheimerstr. 369,Kln,,50739,Germany,Outback Lager,7,1,24 - 355 ml bottles,15.0,15,10,30,0
38,10261,21,8.0,20,0,QUEDE,4,1996-07-19 00:00:00,1996-08-16 00:00:00,1996-07-30 00:00:00,2,3.05,Que Delcia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,Sir Rodney's Scones,8,3,24 pkgs. x 4 pieces,10.0,3,40,5,0
39,10261,35,14.4,20,0,QUEDE,4,1996-07-19 00:00:00,1996-08-16 00:00:00,1996-07-30 00:00:00,2,3.05,Que Delcia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,Steeleye Stout,16,1,24 - 12 oz bottles,18.0,20,0,15,0
40,10262,5,17.0,12,0,RATTC,8,1996-07-22 00:00:00,1996-08-19 00:00:00,1996-07-25 00:00:00,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,Chef Anton's Gumbo Mix,2,2,36 boxes,21.35,0,0,0,1
41,10262,7,24.0,15,0,RATTC,8,1996-07-22 00:00:00,1996-08-19 00:00:00,1996-07-25 00:00:00,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,Uncle Bob's Organic Dried Pears,3,7,12 - 1 lb pkgs.,30.0,15,0,10,0
42,10262,56,30.4,2,0,RATTC,8,1996-07-22 00:00:00,1996-08-19 00:00:00,1996-07-25 00:00:00,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,Gnocchi di nonna Alice,26,5,24 - 250 g pkgs.,38.0,21,10,30,0
43,10263,16,13.9,60,0,ERNSH,9,1996-07-23 00:00:00,1996-08-20 00:00:00,1996-07-31 00:00:00,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Pavlova,7,3,32 - 500 g boxes,17.45,29,0,10,0
44,10263,24,3.6,28,0,ERNSH,9,1996-07-23 00:00:00,1996-08-20 00:00:00,1996-07-31 00:00:00,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Guaran Fantstica,10,1,12 - 355 ml cans,4.5,20,0,0,1
45,10263,30,20.7,60,0,ERNSH,9,1996-07-23 00:00:00,1996-08-20 00:00:00,1996-07-31 00:00:00,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Nord-Ost Matjeshering,13,8,10 - 200 g glasses,25.89,10,0,15,0
46,10263,74,8.0,36,0,ERNSH,9,1996-07-23 00:00:00,1996-08-20 00:00:00,1996-07-31 00:00:00,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Longlife Tofu,4,7,5 kg pkg.,10.0,4,20,5,0
47,10264,2,15.2,35,0,FOLKO,6,1996-07-24 00:00:00,1996-08-21 00:00:00,1996-08-23 00:00:00,3,3.67,Folk och f HB,kergatan 24,Brcke,,S-844 67,Sweden,Chang,1,1,24 - 12 oz bottles,19.0,17,40,25,0
48,10264,41,7.7,25,0,FOLKO,6,1996-07-24 00:00:00,1996-08-21 00:00:00,1996-08-23 00:00:00,3,3.67,Folk och f HB,kergatan 24,Brcke,,S-844 67,Sweden,Jack's New England Clam Chowder,19,8,12 - 12 oz cans,9.65,85,0,10,0
49,10265,17,31.2,30,0,BLONP,2,1996-07-25 00:00:00,1996-08-22 00:00:00,1996-08-12 00:00:00,1,55.28,Blondel pre et fils,"24, place Klber",Strasbourg,,67000,France,Alice Mutton,7,6,20 - 1 kg tins,39.0,0,0,0,1
50,10265,70,12.0,20,0,BLONP,2,1996-07-25 00:00:00,1996-08-22 00:00:00,1996-08-12 00:00:00,1,55.28,Blondel pre et fils,"24, place Klber",Strasbourg,,67000,France,Outback Lager,7,1,24 - 355 ml bottles,15.0,15,10,30,0
51,10266,12,30.4,12,0,WARTH,3,1996-07-26 00:00:00,1996-09-06 00:00:00,1996-07-31 00:00:00,3,25.73,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,Queso Manchego La Pastora,5,4,10 - 500 g pkgs.,38.0,86,0,0,0
52,10267,40,14.7,50,0,FRANK,4,1996-07-29 00:00:00,1996-08-26 00:00:00,1996-08-06 00:00:00,1,208.58,Frankenversand,Berliner Platz 43,Mnchen,,80805,Germany,Boston Crab Meat,19,8,24 - 4 oz tins,18.4,123,0,30,0
53,10267,59,44.0,70,0,FRANK,4,1996-07-29 00:00:00,1996-08-26 00:00:00,1996-08-06 00:00:00,1,208.58,Frankenversand,Berliner Platz 43,Mnchen,,80805,Germany,Raclette Courdavault,28,4,5 kg pkg.,55.0,79,0,0,0
54,10267,76,14.4,15,0,FRANK,4,1996-07-29 00:00:00,1996-08-26 00:00:00,1996-08-06 00:00:00,1,208.58,Frankenversand,Berliner Platz 43,Mnchen,,80805,Germany,Lakkalikri,23,1,500 ml,18.0,57,0,20,0
55,10268,29,99.0,10,0,GROSR,8,1996-07-30 00:00:00,1996-08-27 00:00:00,1996-08-02 00:00:00,3,66.29,GROSELLA-Restaurante,5 Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela,Thringer Rostbratwurst,12,6,50 bags x 30 sausgs.,123.79,0,0,0,1
56,10268,72,27.8,4,0,GROSR,8,1996-07-30 00:00:00,1996-08-27 00:00:00,1996-08-02 00:00:00,3,66.29,GROSELLA-Restaurante,5 Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela,Mozzarella di Giovanni,14,4,24 - 200 g pkgs.,34.8,14,0,0,0
57,10269,33,2.0,60,0,WHITC,5,1996-07-31 00:00:00,1996-08-14 00:00:00,1996-08-09 00:00:00,1,4.56,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,Geitost,15,4,500 g,2.5,112,0,20,0
58,10269,72,27.8,20,0,WHITC,5,1996-07-31 00:00:00,1996-08-14 00:00:00,1996-08-09 00:00:00,1,4.56,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,Mozzarella di Giovanni,14,4,24 - 200 g pkgs.,34.8,14,0,0,0
59,10270,36,15.2,30,0,WARTH,1,1996-08-01 00:00:00,1996-08-29 00:00:00,1996-08-02 00:00:00,1,136.54,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,Inlagd Sill,17,8,24 - 250 g  jars,19.0,112,0,20,0
60,10270,43,36.8,25,0,WARTH,1,1996-08-01 00:00:00,1996-08-29 00:00:00,1996-08-02 00:00:00,1,136.54,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,Ipoh Coffee,20,1,16 - 500 g tins,46.0,17,10,25,0
61,10271,33,2.0,24,0,SPLIR,6,1996-08-01 00:00:00,1996-08-29 00:00:00,1996-08-30 00:00:00,2,4.54,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,Geitost,15,4,500 g,2.5,112,0,20,0
62,10272,20,64.8,6,0,RATTC,6,1996-08-02 00:00:00,1996-08-30 00:00:00,1996-08-06 00:00:00,2,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,Sir Rodney's Marmalade,8,3,30 gift boxes,81.0,40,0,0,0
63,10272,31,10.0,40,0,RATTC,6,1996-08-02 00:00:00,1996-08-30 00:00:00,1996-08-06 00:00:00,2,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0
64,10272,72,27.8,24,0,RATTC,6,1996-08-02 00:00:00,1996-08-30 00:00:00,1996-08-06 00:00:00,2,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,Mozzarella di Giovanni,14,4,24 - 200 g pkgs.,34.8,14,0,0,0
65,10273,10,24.8,24,0,QUICK,3,1996-08-05 00:00:00,1996-09-02 00:00:00,1996-08-12 00:00:00,3,76.07,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany,Ikura,4,8,12 - 200 ml jars,31.0,31,0,0,0
66,10273,31,10.0,15,0,QUICK,3,1996-08-05 00:00:00,1996-09-02 00:00:00,1996-08-12 00:00:00,3,76.07,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0
67,10273,33,2.0,20,0,QUICK,3,1996-08-05 00:00:00,1996-09-02 00:00:00,1996-08-12 00:00:00,3,76.07,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany,Geitost,15,4,500 g,2.5,112,0,20,0
68,10273,40,14.7,60,0,QUICK,3,1996-08-05 00:00:00,1996-09-02 00:00:00,1996-08-12 00:00:00,3,76.07,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany,Boston Crab Meat,19,8,24 - 4 oz tins,18.4,123,0,30,0
69,10273,76,14.4,33,0,QUICK,3,1996-08-05 00:00:00,1996-09-02 00:00:00,1996-08-12 00:00:00,3,76.07,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany,Lakkalikri,23,1,500 ml,18.0,57,0,20,0
70,10274,71,17.2,20,0,VINET,6,1996-08-06 00:00:00,1996-09-03 00:00:00,1996-08-16 00:00:00,1,6.01,Vins et alcools Chevalier,59 rue de l-Abbaye,Reims,,51100,France,Flotemysost,15,4,10 - 500 g pkgs.,21.5,26,0,0,0
71,10274,72,27.8,7,0,VINET,6,1996-08-06 00:00:00,1996-09-03 00:00:00,1996-08-16 00:00:00,1,6.01,Vins et alcools Chevalier,59 rue de l-Abbaye,Reims,,51100,France,Mozzarella di Giovanni,14,4,24 - 200 g pkgs.,34.8,14,0,0,0
72,10275,24,3.6,12,0,MAGAA,1,1996-08-07 00:00:00,1996-09-04 00:00:00,1996-08-09 00:00:00,1,26.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,Guaran Fantstica,10,1,12 - 355 ml cans,4.5,20,0,0,1
73,10275,59,44.0,6,0,MAGAA,1,1996-08-07 00:00:00,1996-09-04 00:00:00,1996-08-09 00:00:00,1,26.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,Raclette Courdavault,28,4,5 kg pkg.,55.0,79,0,0,0
74,10276,10,24.8,15,0,TORTU,8,1996-08-08 00:00:00,1996-08-22 00:00:00,1996-08-14 00:00:00,3,13.84,Tortuga Restaurante,Avda. Azteca 123,Mxico D.F.,,5033,Mexico,Ikura,4,8,12 - 200 ml jars,31.0,31,0,0,0
75,10276,13,4.8,10,0,TORTU,8,1996-08-08 00:00:00,1996-08-22 00:00:00,1996-08-14 00:00:00,3,13.84,Tortuga Restaurante,Avda. Azteca 123,Mxico D.F.,,5033,Mexico,Konbu,6,8,2 kg box,6.0,24,0,5,0
76,10277,28,36.4,20,0,MORGK,2,1996-08-09 00:00:00,1996-09-06 00:00:00,1996-08-13 00:00:00,3,125.77,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,4179,Germany,Rssle Sauerkraut,12,7,25 - 825 g cans,45.6,26,0,0,1
77,10277,62,39.4,12,0,MORGK,2,1996-08-09 00:00:00,1996-09-06 00:00:00,1996-08-13 00:00:00,3,125.77,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,4179,Germany,Tarte au sucre,29,3,48 pies,49.3,17,0,0,0
78,10278,44,15.5,16,0,BERGS,8,1996-08-12 00:00:00,1996-09-09 00:00:00,1996-08-16 00:00:00,2,92.69,Berglunds snabbkp,Berguvsvgen 8,Lule,,S-958 22,Sweden,Gula Malacca,20,2,20 - 2 kg bags,19.45,27,0,15,0
79,10278,59,44.0,15,0,BERGS,8,1996-08-12 00:00:00,1996-09-09 00:00:00,1996-08-16 00:00:00,2,92.69,Berglunds snabbkp,Berguvsvgen 8,Lule,,S-958 22,Sweden,Raclette Courdavault,28,4,5 kg pkg.,55.0,79,0,0,0
80,10278,63,35.1,8,0,BERGS,8,1996-08-12 00:00:00,1996-09-09 00:00:00,1996-08-16 00:00:00,2,92.69,Berglunds snabbkp,Berguvsvgen 8,Lule,,S-958 22,Sweden,Vegie-spread,7,2,15 - 625 g jars,43.9,24,0,5,0
81,10278,73,12.0,25,0,BERGS,8,1996-08-12 00:00:00,1996-09-09 00:00:00,1996-08-16 00:00:00,2,92.69,Berglunds snabbkp,Berguvsvgen 8,Lule,,S-958 22,Sweden,Rd Kaviar,17,8,24 - 150 g jars,15.0,101,0,5,0
82,10279,17,31.2,15,0,LEHMS,8,1996-08-13 00:00:00,1996-09-10 00:00:00,1996-08-16 00:00:00,2,25.83,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,Alice Mutton,7,6,20 - 1 kg tins,39.0,0,0,0,1
83,10280,24,3.6,12,0,BERGS,2,1996-08-14 00:00:00,1996-09-11 00:00:00,1996-09-12 00:00:00,1,8.98,Berglunds snabbkp,Berguvsvgen 8,Lule,,S-958 22,Sweden,Guaran Fantstica,10,1,12 - 355 ml cans,4.5,20,0,0,1
84,10280,55,19.2,20,0,BERGS,2,1996-08-14 00:00:00,1996-09-11 00:00:00,1996-09-12 00:00:00,1,8.98,Berglunds snabbkp,Berguvsvgen 8,Lule,,S-958 22,Sweden,Pt chinois,25,6,24 boxes x 2 pies,24.0,115,0,20,0
85,10280,75,6.2,30,0,BERGS,2,1996-08-14 00:00:00,1996-09-11 00:00:00,1996-09-12 00:00:00,1,8.98,Berglunds snabbkp,Berguvsvgen 8,Lule,,S-958 22,Sweden,Rhnbru Klosterbier,12,1,24 - 0.5 l bottles,7.75,125,0,25,0
86,10281,19,7.3,1,0,ROMEY,4,1996-08-14 00:00:00,1996-08-28 00:00:00,1996-08-21 00:00:00,1,2.94,Romero y tomillo,"Gran Va, 1",Madrid,,28001,Spain,Teatime Chocolate Biscuits,8,3,10 boxes x 12 pieces,9.2,25,0,5,0
87,10281,24,3.6,6,0,ROMEY,4,1996-08-14 00:00:00,1996-08-28 00:00:00,1996-08-21 00:00:00,1,2.94,Romero y tomillo,"Gran Va, 1",Madrid,,28001,Spain,Guaran Fantstica,10,1,12 - 355 ml cans,4.5,20,0,0,1
88,10281,35,14.4,4,0,ROMEY,4,1996-08-14 00:00:00,1996-08-28 00:00:00,1996-08-21 00:00:00,1,2.94,Romero y tomillo,"Gran Va, 1",Madrid,,28001,Spain,Steeleye Stout,16,1,24 - 12 oz bottles,18.0,20,0,15,0
89,10282,30,20.7,6,0,ROMEY,4,1996-08-15 00:00:00,1996-09-12 00:00:00,1996-08-21 00:00:00,1,12.69,Romero y tomillo,"Gran Va, 1",Madrid,,28001,Spain,Nord-Ost Matjeshering,13,8,10 - 200 g glasses,25.89,10,0,15,0
90,10282,57,15.6,2,0,ROMEY,4,1996-08-15 00:00:00,1996-09-12 00:00:00,1996-08-21 00:00:00,1,12.69,Romero y tomillo,"Gran Va, 1",Madrid,,28001,Spain,Ravioli Angelo,26,5,24 - 250 g pkgs.,19.5,36,0,20,0
91,10283,15,12.4,20,0,LILAS,3,1996-08-16 00:00:00,1996-09-13 00:00:00,1996-08-23 00:00:00,3,84.81,LILA-Supermercado,Carrera 52 con Ave. Bolvar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,Genen Shouyu,6,2,24 - 250 ml bottles,15.5,39,0,5,0
92,10283,19,7.3,18,0,LILAS,3,1996-08-16 00:00:00,1996-09-13 00:00:00,1996-08-23 00:00:00,3,84.81,LILA-Supermercado,Carrera 52 con Ave. Bolvar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,Teatime Chocolate Biscuits,8,3,10 boxes x 12 pieces,9.2,25,0,5,0
93,10283,60,27.2,35,0,LILAS,3,1996-08-16 00:00:00,1996-09-13 00:00:00,1996-08-23 00:00:00,3,84.81,LILA-Supermercado,Carrera 52 con Ave. Bolvar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,Camembert Pierrot,28,4,15 - 300 g rounds,34.0,19,0,0,0
94,10283,72,27.8,3,0,LILAS,3,1996-08-16 00:00:00,1996-09-13 00:00:00,1996-08-23 00:00:00,3,84.81,LILA-Supermercado,Carrera 52 con Ave. Bolvar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,Mozzarella di Giovanni,14,4,24 - 200 g pkgs.,34.8,14,0,0,0
